Informazioni cronologiche,Which of these streaming platforms have you used or are currently using?,What is your age?,What gender do you most identify as?,Which of these describe you?,Where do you live?,What’s your current living situation?,What is your age?,What gender do you most identify as?,Which of these status describe you?,Where do you live?,What’s your current living situation?,What is your age?,What gender do you most identify as? ,Which of these status describe you?,Where do you live?,What’s your current living situation?,It is easy to use,It is simple to use,It is user friendly,It requires the fewest steps possible to accomplish what I want to do with it,It is flexible,Using it is effortless,I can use it without written instructions,I don't notice any inconsistencies as I use it,Both occasional and regular users would like it,I can recover from mistakes quickly and easily,I can use it successfully every time,I learned to use it quickly,I easily remember how to use it,It is easy to learn to use it,I quickly became skillful with it,I am satisfied with it,I would recommend it to a friend,It is fun to use,It works the way I want it to work,It is wonderful,I feel I need to have it,It is pleasant to use,List the most negative aspect(s) of Netflix,List the most positive aspect(s) of Netflix,When did you subscribe to Netflix?,"If you subscribed to Netflix AFTER the pandemic started, what motivated you to do it?",Do you share your Netflix account with someone else?,Are you paying for the subscription to Netflix?,Did you keep your subscription once the lockdown ended?,What type of products do you usually watch on Netflix? ,How frequently do you use Netflix?,"Overall, when you compare to how you used Netflix before and after the pandemic started, what is more suitable to you:",Is there anything else regarding the use of Netflix and the Pandemic that you'd like to share with us that we haven't covered?,It is easy to use,It is simple to use,It is user friendly,It requires the fewest steps possible to accomplish what I want to do with it,It is flexible,Using it is effortless,I can use it without written instructions,I don't notice any inconsistencies as I use it,Both occasional and regular users would like it,I can recover from mistakes quickly and easily,I can use it successfully every time,I learned to use it quickly,I easily remember how to use it,It is easy to learn to use it,I quickly became skillful with it,I am satisfied with it,I would recommend it to a friend,It is fun to use,It works the way I want it to work,It is wonderful,I feel I need to have it,It is pleasant to use,List the most negative aspect(s) of Prime Video,List the most positive aspect(s) of Prime Video,When did you subscribe to Prime Video?,"If you subscribed to Prime Video AFTER the pandemic started, what motivated you to do it?",Do you share your Prime Video account with someone else?,Are you paying for the subscription to Prime Video?,Did you keep your subscription to Prime Video once the lockdown ended?,What type of products do you usually watch on Prime Video? ,How frequently do you use Prime Video?,"Overall, when you compare to how you used Prime Video before and after the pandemic started, what is more suitable to you:",Is there anything else regarding the use of Prime Video and the Pandemic that you'd like to share with us that we haven't covered?,Netflix is easy to use,Netflix is simple to use,Netflix is user friendly,Netflix requires the fewest steps possible to accomplish what I want to do with it,Netflix is flexible,Using Netflix is effortless,I can use Netflix without written instructions,I don't notice any inconsistencies as I use Netflix,Both occasional and regular users would like Netflix,I can recover from mistakes quickly and easily,I can use Netflix successfully every time,I learned to use Netflix quickly,I easily remember how to use Netflix,Netflix is easy to learn to use it,I quickly became skillful with it,I am satisfied with Netflix,I would recommend Netflix to a friend,Netflix is fun to use,Netflix works the way I want it to work,Netflix is wonderful,I feel I need to have Netflix,Netflix is pleasant to use,List the most negative aspect(s) of Netflix,List the most positive aspect(s) of Netflix,When did you subscribe to Netflix?,"If you subscribed to Netflix AFTER the pandemic started, what motivated you to do it?",Do you share your Netflix account with someone else?,Are you paying for the subscription to Netflix?,Did you keep your subscription once the lockdown ended? ,What type of products do you usually watch on Netflix? ,How frequently do you use Netflix?,"Overall, when you compare to how you used Netflix before the pandemic and after, what is more suitable to you:",Is there anything else regarding the use of Netflix and the Pandemic that you'd like to share with us that we haven't covered?,Prime Video is easy to use,Prime Video is simple to use,Prime Video is user friendly,Prime Video requires the fewest steps possible to accomplish what I want to do with it,Prime Video is flexible,Using Prime Video is effortless,I can use Prime Video without written instructions,I don't notice any inconsistencies as I use Prime Video,Both occasional and regular users would like Prime Video,I can recover from mistakes quickly and easily,I can use Prime Video successfully every time,I learned to use Prime Video quickly,I easily remember how to use Prime Video,It is easy to learn to use Prime Video,I quickly became skillful with Prime Video,I am satisfied with Prime Video,I would recommend Prime Video to a friend,Prime Video is fun to use,Prime Video works the way I want it to work,Prime Video is wonderful,I feel I need to have Prime Video,Prime Video is pleasant to use,List the most negative aspect(s) of Prime Video,List the most positive aspect(s) of Prime Video,When did you subscribe to Prime Video?,"If you subscribed to Prime Video AFTER the pandemic started, what motivated you to do it?",Do you share your Prime Video account with someone else?,Are you paying for the subscription to Prime Video?,Did you keep your subscription to Prime Video once the lockdown ended?,What type of products do you usually watch on Prime Video? ,How frequently do you use Prime Video?,"Overall, when you compare to how you used Prime Video before the pandemic and after, what is more suitable to you:",Is there anything else regarding the use of Prime Video and the Pandemic that you'd like to share with us that we haven't covered?,Which device(s) do you use when streaming the content of these platforms?,Watching content on streaming platforms for you is a way to:,Which of these factors influence you the most when searching for content to watch on streaming platforms?,Do you have any consideration or thought about streaming platforms that want to share with us?
18/04/2022 20.39.23,Netflix,24-29,Female,Student,Italy,Student residence,,,,,,,,,,,6,6,6,6,6,6,7,5,5,5,6,7,7,7,5,6,6,6,5,6,4,6,"Not having the latests seaons of some series(for some;eventhough the series ended they still dont have some seasons), when I search a movie they show it even thought they don’t have it, mostly recommending netflix series/movies, if I am not watching something anymore it is still in the continue to watch part","When I don’t know what to watch some recommendations can be useful, and also some netflix movies/series are good, easy to use, follows what I am watching ","Before the pandemic started (before February, 2020)",,No,Yes,"Yes, I am still a Netflix's user","Movies, TV shows",3,About the same use before and after the pandemic started,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Laptop,"Pass the time, Release stress","Cast, Platform recommendations, Friends' recommendation, Award winning shows, Topic",
18/04/2022 21.04.52,Both platforms,,,,,,,,,,,18-23,Male,"Student, Employed",Italy,I live with my parents,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,6,5,6,5,6,6,5,5,5,6,7,7,7,7,7,6,6,6,5,6,6,,Multi-platform,"Before the pandemic started (before February, 2020)",,"Yes, with my friends","Yes, but not the entire fee","Yes, I am still a Netflix's user","Movies, TV shows / series",3,About the same use before and after the pandemic started,,5,4,4,4,5,5,6,5,5,4,5,6,6,5,6,5,4,5,5,6,2,4,Interface,,"After the pandemic started (from February, 2020)",I had the possibility to use Prime Video together with other Amazon products,No,Yes,"Yes, I am still a Prime Video's user","Movies, TV shows / series",2,I can't remember,,"Laptop, Tablet, Smartphone","Spend time with your partner/friends/family, Release stress","Film director, Title, Friends' recommendation",
18/04/2022 21.14.29,Both platforms,,,,,,,,,,,24-29,Male,"Student, Employed",Finland,I share a flat with roommates,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,7,7,7,7,7,7,6,7,7,5,7,7,7,7,6,7,6,7,7,7,7,When searching it can give you the title you are looking for to then tell you it's not available in the platform,Great variety,"Before the pandemic started (before February, 2020)",Not applicable,"Yes, with my family",No,"Yes, I am still a Netflix's user","Movies, TV shows / series",5,About the same use before and after the pandemic started,,6,6,5,4,6,6,6,5,7,6,5,7,7,6,6,6,7,7,6,6,2,6,"The seasons for a serie are separte ""folders""",If it is not available you can buy it through the amazon service,"Before the pandemic started (before February, 2020)",Not applicable,"Yes, with my family",No,"Yes, I am still a Prime Video's user","Movies, TV shows / series",7,About the same use before and after the pandemic,,"TV, Laptop","Spend time with your partner/friends/family, Learn something new, Pass the time, Keeping myself up to date with trending content, Release stress","Cast, Film director, Title, Graphics, Friends' recommendation, Award winning shows, New Release",
18/04/2022 21.29.21,Amazon Prime Video,,,,,,24-29,Female,Student,Italy,I live by myself,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,7,5,5,4,5,6,5,4,4,6,5,7,7,6,5,5,4,5,4,5,5,it sending email to me a lot ,"when I want to watch a series, it shows me all episodes of that series with the titles and short description, it's so clean, I like this aspect.","After the pandemic started (from February, 2020)",I had the possibility to use Prime Video together with other Amazon products,No,Yes,"Yes, I am still a Prime Video's user",TV shows / series,4,I use Prime Video more since the pandemic started,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Laptop,"Learn something new, Release stress","Film director, Title, Award winning shows, Top 10",
18/04/2022 21.51.09,Both platforms,,,,,,,,,,,24-29,Male,Unemployed,Italy,I live with my parents,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,6,5,4,4,5,6,6,5,6,7,7,7,5,6,5,5,3,5,3,3,4,,,"Before the pandemic started (before February, 2020)",,"Yes, with my friends","Yes, but not the entire fee","Yes, I am still a Netflix's user","Movies, TV shows / series",4,About the same use before and after the pandemic started,,3,4,4,3,6,4,6,5,5,5,6,7,6,5,7,5,5,3,4,3,3,4,,,"Before the pandemic started (before February, 2020)",,No,Yes,"Yes, I am still a Prime Video's user","Movies, TV shows / series",5,I use Prime Video more since the pandemic started,,"TV, Desktop PC, Laptop, Tablet","Learn something new, Pass the time, Keeping myself up to date with trending content, Release stress","Cast, Film director, Title, Graphics, Award winning shows",
18/04/2022 21.59.23,Netflix,24-29,Female,Student,Italy,I share a flat with roommates,,,,,,,,,,,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,,,"Before the pandemic started (before February, 2020)",,"Yes, with my family",No,"Yes, I am still a Netflix's user","Movies, TV shows, Documentaries, Animated films / Cartoons",4,I use Netflix more since the pandemic started,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"TV, Smartphone","Spend time with your partner/friends/family, Learn something new, Pass the time, Release stress","Title, Platform recommendations, Friends' recommendation, New Release, Top 10",
18/04/2022 22.09.40,Both platforms,,,,,,,,,,,36-41,Male,Employed,Spain,I live by myself,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,6,5,5,5,4,7,2,5,4,3,6,7,7,7,1,1,3,4,1,1,4,Geo blocking ,Original content ,"Before the pandemic started (before February, 2020)",Not applicable,"Yes, with my family",No,My brother in law’s account ,TV shows / series,1,Less content available now,,6,6,5,4,4,4,7,5,5,5,5,7,7,7,7,5,5,5,4,3,1,4,No Dolby Vision ,Cheap,"Before the pandemic started (before February, 2020)",Not applicable,No,Yes student account I wouldn’t pay full price,"Yes, I am still a Prime Video's user","Movies, TV shows / series",4,About the same use before and after the pandemic,,TV,Pass the time,Title,"Netflix is now outdated with content returning to distributors. I only have prime as it’s a cheap student account. I use HBOMAX, Paramount Plus & Peacock everyday. Their much better streaming services. "
18/04/2022 22.32.33,Both platforms,,,,,,,,,,,24-29,Male,Employed,Italy,I live with my spouse or partner,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,7,7,6,5,6,7,6,7,7,7,7,7,7,7,6,7,6,6,6,6,7,,The search,"Before the pandemic started (before February, 2020)",,"Yes, with my family, Yes, with my friends, Yes, with my partner","Yes, but not the entire fee","Yes, I am still a Netflix's user","Movies, TV shows / series, Documentaries, Animated films / Cartoons",5,I use Netflix more since the pandemic started,,7,7,7,5,6,6,7,5,7,6,7,7,7,7,7,6,7,6,7,5,5,6,Setting audio and subtitles ,Actors list of the scenes,"Before the pandemic started (before February, 2020)",,"Yes, with my family, Yes, with my partner",Yes,"Yes, I am still a Prime Video's user","Movies, TV shows / series, Documentaries, Animated films / Cartoons",3,About the same use before and after the pandemic,,TV,"Spend time with your partner/friends/family, Learn something new, Pass the time, Keeping myself up to date with trending content","Title, Graphics, Platform recommendations, Friends' recommendation, Award winning shows, New Release, Top 10",
18/04/2022 22.36.32,Both platforms,,,,,,,,,,,36-41,Female,Employed,Canada,I live by myself,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,7,6,7,4,7,7,7,7,7,7,7,7,7,7,7,7,7,6,7,6,7,"Some features are missing or difficult to use, eg. thumbs down option, removing videos that you don't want to watch or have already watched, clearing your watched history, searching by language. Also don't like when content is removed. ",Lots of content. Affordable.,"Before the pandemic started (before February, 2020)",Not applicable,"Yes, with my partner",Yes,"Yes, I am still a Netflix's user","Movies, TV shows / series, Documentaries, Reality TV",4,I use Netflix more since the pandemic started,Grateful for Netflix,4,3,5,3,4,2,7,1,3,7,1,7,7,7,7,1,1,2,1,1,1,1,"You have to pay for most of the content, on top of the subscription price! Various additional subscription options make it expensive to get access to everything at once. Not much content. One film (Brothers (2009)) has no audio track! Amazon wouldn't assist me with my Prime account because I'm not in the US.",Sometimes (rarely) they have something for free that isn't on Netflix. ,"After the pandemic started (from February, 2020)",I had the possibility to use Prime Video together with other Amazon products,"Yes, with my partner",Yes,"Yes, I am still a Prime Video's user",Movies,1,I use Prime Video more since the pandemic started,I only have Prime Video because I subscribed to Prime for Amazon delivery purposes,"TV, Laptop, Smartphone","Spend time with your partner/friends/family, Learn something new, Pass the time, Keeping myself up to date with trending content, Release stress, Learn a new language","Cast, Title, Platform recommendations, Award winning shows, New Release, Top 10, Previews",Keep it simple
18/04/2022 22.44.02,Both platforms,,,,,,,,,,,30-35,Female,Employed,United Kingdom ,I live with my spouse or partner,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,6,6,4,5,4,7,3,7,7,5,7,7,6,6,4,5,5,5,5,6,6,Lots of filler content; sometimes can't load programmes,Lots of choice and variety,"Before the pandemic started (before February, 2020)",,"Yes, with my family, Yes, with my partner","Yes, but not the entire fee","Yes, I am still a Netflix's user","Movies, TV shows / series, Documentaries, Animated films / Cartoons",5,About the same use before and after the pandemic started,,4,4,5,2,5,3,6,5,5,2,3,4,5,4,4,3,4,4,3,3,2,3,Not great programmes; poor UX; having to pay extra for content,It has The Boys,"After the pandemic started (from February, 2020)",I had the possibility to use Prime Video together with other Amazon products,"Yes, with my partner",Yes,"Yes, I am still a Prime Video's user","Movies, TV shows / series",2,I use Prime Video more since the pandemic started,,TV,"Spend time with your partner/friends/family, Learn something new, Pass the time, Release stress","Film director, Title, Platform recommendations, Friends' recommendation, Award winning shows, Top 10",
18/04/2022 22.44.30,Both platforms,,,,,,,,,,,18-23,Female,"Student, Employed",USA,I live with my parents,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,7,7,7,7,7,7,7,6,7,7,7,7,7,7,6,7,7,7,6,7,7,not the best stuff to watch at the moment ,has my childhood show,"Before the pandemic started (before February, 2020)",,"Yes, with my family",No,"Yes, I am still a Netflix's user","Movies, TV shows / series",5,I use Netflix more since the pandemic started,,6,7,6,7,7,7,6,7,7,7,7,7,7,7,7,5,3,4,4,3,1,3,shit stuff,my dad pays for it,"Before the pandemic started (before February, 2020)",Not applicable,"Yes, with my family",No,"Yes, I am still a Prime Video's user",Movies,1,About the same use before and after the pandemic,,"TV, Laptop, Smartphone","Spend time with your partner/friends/family, Release stress","Platform recommendations, Friends' recommendation, Top 10",
18/04/2022 22.46.26,Both platforms,,,,,,,,,,,18-23,Male,Student,Italy,I live with my parents,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,6,6,5,5,5,7,6,6,7,6,6,6,6,6,6,6,6,6,6,1,5,,,"Before the pandemic started (before February, 2020)",,"Yes, with my friends","Yes, but not the entire fee","Yes, I am still a Netflix's user","Movies, TV shows / series, Documentaries, Animated films / Cartoons",2,About the same use before and after the pandemic started,,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,1,6,,,"Before the pandemic started (before February, 2020)",,No,Yes,"Yes, I am still a Prime Video's user","Movies, TV shows / series, Documentaries, Animated films / Cartoons",3,About the same use before and after the pandemic,,"TV, Desktop PC, Smartphone","Spend time with your partner/friends/family, Learn something new, Pass the time, Keeping myself up to date with trending content","Cast, Film director, Title, Graphics, Platform recommendations, Friends' recommendation, Award winning shows, New Release, Top 10",
18/04/2022 23.09.35,Netflix,18-23,Female,"Student, Employed",Portugal,I share a flat with roommates,,,,,,,,,,,6,6,6,5,5,5,7,6,6,5,4,6,7,6,6,6,6,5,5,5,6,5,"Recommendations are not the best. Also based on the country, different movies/shows will be unavailable.","Very easy to stream add-free. Remembers where I left off. Can have profiles with personalized recommendations. Can add things to my list for viewing later. Has a ""coming this week/month"" section for exploring what's soon to come out.","Before the pandemic started (before February, 2020)",Not applicable,"Yes, with my family, Yes, with my friends",No,"No, I have canceled my subscription","Movies, TV shows, Animated films / Cartoons",4,I use Netflix more since the pandemic started,"Perhaps the type of content that I watch has also changed. During the lockdown, I would watch very long shows with multiple seasons rather than shorter movies.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"TV, Laptop","Pass the time, Release stress","Title, Graphics, Friends' recommendation, Trailer ",
18/04/2022 23.13.14,Both platforms,,,,,,,,,,,More than 42,Prefer not to say,free spirit,Canada,I live with my spouse or partner,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,7,7,7,5,1,7,5,4,4,6,6,6,6,6,6,6,4,6,6,4,5,Cost,App works well,"Before the pandemic started (before February, 2020)",Not applicable,No,Yes,"Yes, I am still a Netflix's user","Movies, TV shows / series, Documentaries",3,About the same use before and after the pandemic started,"Your questions were tre' stupid- NO app is ""fun to use' or ""exciting"" or ""needs written instruction."" I would seriously suggest that you redesign this poll to inform you of something- whatever it is you're looking for instead of asking ""Is it fun.""
That's a third grade question.",4,3,3,3,3,1,7,4,4,4,5,6,6,6,6,5,5,4,5,5,4,5,cost,I get free shipping,"Before the pandemic started (before February, 2020)",Not applicable,No,Yes,"Yes, I am still a Prime Video's user","Movies, TV shows / series, Documentaries",7,About the same use before and after the pandemic,"Nope. 
We also use Paramount+, Peacock, HBO, Showtime, Hulu, Curiosity Stream, MLB TV, Disney+, and The History Vault. 
None of them are ""Fun to use""  either just in case you were wondering.",TV,"Spend time with your partner/friends/family, Learn something new, Pass the time","Cast, Film director, WRITERS!!!!!!  Writers write the damn thing, they are crucial.",your questions were stupid
18/04/2022 23.16.01,Both platforms,,,,,,,,,,,24-29,Male,Employed,Germany,I live by myself,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,6,6,3,5,6,7,7,7,6,7,6,6,7,7,6,6,6,6,6,4,6,Cancel shows after first season without proper ending.,,"Before the pandemic started (before February, 2020)",,"Yes, with my friends",Yes,"Yes, I am still a Netflix's user","Movies, TV shows / series, Documentaries",4,About the same use before and after the pandemic started,,5,5,6,5,5,5,7,6,5,5,7,6,7,6,6,6,4,5,5,5,2,5,,,"Before the pandemic started (before February, 2020)",,No,No,"No, I have canceled my subscription","Movies, TV shows / series",2,About the same use before and after the pandemic,,"TV, Laptop, Tablet, Smartphone",Pass the time,"Cast, Film director, Friends' recommendation, New Release",
18/04/2022 23.26.27,Both platforms,,,,,,,,,,,24-29,Female,"Student, Unemployed",Southeastern US,"I live with my parents, I share a flat with roommates",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,7,7,7,6,6,7,7,7,7,7,7,7,7,7,5,7,4,7,6,5,6,Their cancellation policies and the amount of content they pump onto the platform that is rarely viewed as “fantastic”,I am able to find a lot of great shows on Netflix and have enjoyed re-watching some shows multiple times.,"Before the pandemic started (before February, 2020)",Not applicable,"Yes, with my family",No,"Yes, I am still a Netflix's user","Movies, TV shows / series, Documentaries",3,I used it the most during the actual lockdown but otherwise my usage hasn’t changed from before/after,,7,7,7,4,6,7,7,7,7,7,7,7,7,7,7,6,7,4,7,6,6,6,They don’t have a lot of long running content (shows with 10-15+ seasons) and a lot of the complete series they do have are on the older side,"They have recently had some really good shows (Reacher, Hanna, Fleabag) and they have good documentaries","Before the pandemic started (before February, 2020)",Not applicable,"Yes, with my family",No,"Yes, I am still a Prime Video's user","Movies, TV shows / series, Documentaries",4,Again I used it most during lockdown but otherwise my usage hasn’t changed noticeably ,,"TV, Laptop, Tablet, Smartphone","Spend time with your partner/friends/family, Learn something new, Pass the time, Release stress","Cast, Friends' recommendation, New Release","I’m a big believer in keeping the subscription for a few months, canceling it, and starting a new one (HBO/Peacock/Apple). Netflix and Prime Video are the two I haven’t yet cancelled but I think I’ll soon end my Netflix subscription for a few months so I can enjoy HBO Max. I should also note that I have Hulu Live so I am able to watch live tv which probably lowers my usage of strictly streaming platforms. "
19/04/2022 0.04.14,Both platforms,,,,,,,,,,,30-35,Male,Employed,United Kingdom,I live with my spouse or partner,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,6,5,6,5,6,7,6,6,5,7,7,7,6,6,5,5,5,5,4,4,4,"Title suggestions coming up when starting to type a film/show in, as if they hold that title but they do not. ",Lots of great shows at your fingertips. New & old. ,"Before the pandemic started (before February, 2020)",Not applicable,"Yes, with my family","Yes, but not the entire fee","Yes, I am still a Netflix's user","Movies, TV shows / series, Documentaries, Animated films / Cartoons",4,About the same use before and after the pandemic started,,5,5,5,4,5,5,5,5,5,5,6,6,6,6,5,5,5,4,4,4,3,3,Titles are removed quite often. And they have lots listed that you in fact have to pay to rent/buy. ,Lots of great films/shows at your fingertips. ,"Before the pandemic started (before February, 2020)",Not applicable,"Yes, with my family",No,"Yes, I am still a Prime Video's user","Movies, TV shows / series, Documentaries, Animated films / Cartoons",4,I use Prime Video less than the time before the pandemic started,,"TV, Laptop, Tablet, Smartphone","Spend time with your partner/friends/family, Pass the time, Keeping myself up to date with trending content, Release stress","Cast, Film director, Friends' recommendation, Award winning shows, New Release, Top 10",
19/04/2022 0.04.47,Both platforms,,,,,,,,,,,30-35,Female,Employed,usa,I live with my spouse or partner,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,6,7,7,5,7,7,7,5,7,7,7,7,7,7,6,7,6,5,6,7,6,inability to see more than the limited number in the line for each subject suggested.  There is no way to clearly see the whole catalog. Note: this is purely based off of the TV app,Very easy to use and visually appealing UI.,"Before the pandemic started (before February, 2020)",Not applicable,"Yes, with my family, Yes, with my partner","Yes, but not the entire fee","Yes, I am still a Netflix's user","Movies, TV shows / series, Animated films / Cartoons",5,About the same use before and after the pandemic started,,5,5,4,4,4,3,7,7,6,7,6,7,7,7,6,4,4,4,4,5,1,3,Having the paid and subscription included on the same tab is annoying if you never plan to pay for anything. The UI is pretty awful.  Commercials at the beginning of shows for other shows.,Subscribing to channels works well and extras that you have paid for are easy to find.,"Before the pandemic started (before February, 2020)",Not applicable,"Yes, with my partner",Yes,"Yes, I am still a Prime Video's user","TV shows / series, Animated films / Cartoons",1,About the same use before and after the pandemic,,TV,"Pass the time, Release stress","New Release, Top 10",
19/04/2022 0.19.10,Both platforms,,,,,,,,,,,More than 42,Male,Retired,USA ,I live with my spouse or partner,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,7,7,7,5,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,6,7,Need more high quality movies ,Variety,"Before the pandemic started (before February, 2020)",Not applicable,"Yes, with my family",Yes,"Yes, I am still a Netflix's user","Movies, TV shows / series",5,I use Netflix less than the time before the pandemic started,,3,3,3,1,4,2,7,4,3,5,4,6,6,5,6,4,4,2,2,2,1,2,Poor episode tracking,Easy to subscribe /unsubscribe premium channels ,"Before the pandemic started (before February, 2020)",,"Yes, with my family",Yes,"Yes, I am still a Prime Video's user","Movies, TV shows / series",5,I use Prime Video more since the pandemic started,,"TV, Tablet","Spend time with your partner/friends/family, Learn something new, Pass the time, Keeping myself up to date with trending content, Release stress","Cast, Friends' recommendation, Award winning shows, New Release",
19/04/2022 0.19.11,Both platforms,,,,,,,,,,,24-29,Male,Student,New Zealand ,I share a flat with roommates,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,7,5,5,4,7,7,6,4,7,7,7,7,7,7,6,6,6,5,6,5,6,Search function could be better.,Decent catalogue ,"Before the pandemic started (before February, 2020)",,No,Yes,"Yes, I am still a Netflix's user","Movies, TV shows / series, Documentaries",3,About the same use before and after the pandemic started,,7,7,7,5,5,6,7,7,4,7,7,7,7,7,7,5,5,6,6,5,2,5,Catalogue is limited ,,"Before the pandemic started (before February, 2020)",,"Yes, with my family",No,"Yes, I am still a Prime Video's user","Movies, TV shows / series",3,About the same use before and after the pandemic,,Laptop,"Learn something new, Release stress","Cast, Film director, Friends' recommendation, Award winning shows",
19/04/2022 0.40.40,Both platforms,,,,,,,,,,,24-29,Male,Employed,United States,I live with my spouse or partner,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,6,6,5,3,4,7,3,6,6,3,6,5,6,6,4,2,6,6,4,2,6,"-Hard to find whether titles are present without being logged in.
-When a title is present, it shows 'Explore titles related to <searched title>' and that message is frustrating. 
-Most title's I want to view are not available on the platform, even if they were previously.","It is straightforward to use, also I can leech off family who already has it because their terms of service explicitly allow sharing and the UI is built to allow multiple users on one account.","Before the pandemic started (before February, 2020)",,"Yes, with my family",No,"Yes, I am still a Netflix's user","Movies, TV shows / series, Documentaries, Animated films / Cartoons",2,I use Netflix less than the time before the pandemic started,,5,5,5,5,5,5,6,5,6,4,5,6,6,6,6,5,3,6,4,4,2,6,"- The video player is not always simple to use and doesn't work as expected  
- Many titles require a fee to rent and it is hard to find which outside of the platform  ",- It is bundled with Amazon Prime delivery services. I wouldn't buy it separately it if it weren't.,"After the pandemic started (from February, 2020)",Someone shared their accounts with me so I could use Prime Video for free,"Yes, with my partner",No,"Yes, I am still a Prime Video's user","Movies, Animated films / Cartoons",2,I use Prime Video more since the pandemic started,,"TV, Laptop","Spend time with your partner/friends/family, Pass the time, Release stress","Friends' recommendation, I discover content off-platform and then check the platform to see if they have it","if I cannot find content on a platform I already have access to I just pirate it. I will not purchase a new streaming service if I lose access, I will just pirate more. I've never had this issue specifically with Netflix or Amazon Prime Video, but sometimes content is difficult to access on a streaming platform I have legal access to, but I still pirate it because it is hard to use the platform. Examples in the past include HBO (because it was bundled with Xfinity and I couldn't figure out how to access my HBO credentials via Xfinity's portal) and Disney Plus (because their video player is extremely buggy and unresponsive on many of my devices, particuarly for someone who likes to re-wind a lot and pause a lot). "
